1;2;540;1;
2;3;360;1;
3;4;300;1;
4;5;300;1;
5;4;300;1;
4;3;300;1;
3;2;360;1;
2;1;540;1;
6;7;420;1;
7;8;180;1;
8;9;600;1;
9;10;360;1;
10;11;600;1;
11;12;240;1;
12;13;120;1;
13;14;360;1;
14;13;360;1;
13;12;120;1;
12;11;240;1;
11;10;600;1;
10;9;360;1;
9;8;600;1;
8;7;180;1;
7;6;420;1;
8;15;360;1;
15;17;300;1;
17;12;300;1;
12;18;240;1;
18;19;600;1;
19;13;420;1;
13;14;360;1;
14;13;360;1;
13;19;420;1;
19;18;600;1;
18;12;240;1;
12;17;300;1;
17;15;300;1;
15;8;360;1;
